accuracy,loss
0.7067736387252808,0.5759289860725403
0.9001782536506653,0.23972614109516144
0.932560920715332,0.16978667676448822
0.9486036896705627,0.130777508020401
0.9765300154685974,0.06615568697452545
0.9717766046524048,0.07485245913267136
0.9815804958343506,0.05410272628068924
0.9901960492134094,0.03167892247438431
0.9904931783676147,0.03048032335937023
0.993166983127594,0.02158135361969471
